cliente_id,mes,churn,importe_total,dias_retraso_pago,impago_flag,importe_mes_anterior,consumo_mes_anterior,retraso_mes_anterior,impago_mes_anterior,media_importe_3m,media_retraso_3m,impagos_3m,cambio_consumo,subida_factura,variacion_consumo_pct,stress_calidad_lag,incidencia_masiva_lag,edad,antiguedad_meses,ingreso_estimado,num_lineas,descuento_activo
C000928,2024-01-01,0,73.48,0,0,77.21,0.0,0.0,0.0,73.34666666666658,0.0,0.0,0.0,-3.7299999999999898,0.0,0.4807,0,46.0,23.0,2563.0,1,1
C000928,2025-01-01,0,80.38,0,0,77.95,0.0,0.0,0.0,73.78666666666658,0.0,0.0,3.47,2.4299999999999926,3.47,0.4164,0,46.0,23.0,2563.0,1,1
C000929,2024-01-01,0,111.42000000000002,19,1,113.77,0.0,0.0,0.0,123.42333333333328,0.0,0.0,4.47,-2.34999999999998,4.475,0.3504,0,37.0,21.0,5289.0,2,1
C000929,2025-01-01,0,110.45000000000002,0,0,110.62,0.0,0.0,0.0,114.54333333333328,0.0,0.0,2.09,-0.1699999999999875,2.086,0.239,0,37.0,21.0,5289.0,2,1
C000930,2024-01-01,0,150.19,0,0,150.19,0.0,0.0,0.0,150.1966666666666,8.0,1.0,0.0,0.0,0.0,0.6656,0,54.0,34.0,2170.0,2,0
C000930,2025-01-01,0,152.67,0,0,150.87,0.68,0.0,0.0,150.4166666666666,6.0,1.0,1.7999999999999998,1.799999999999983,1.797,0.6506,0,54.0,34.0,2170.0,2,0
C000930,2025-01-01,1,152.67,0,0,150.87,0.68,0.0,0.0,150.4166666666666,6.0,1.0,1.7999999999999998,1.799999999999983,1.797,0.6506,0,54.0,34.0,2170.0,2,0
C000931,2024-01-01,0,119.65,0,0,118.18,2.67,0.0,0.0,116.39999999999993,13.666666666666666,1.0,1.4699999999999998,1.4699999999999989,0.549,0.3267,0,58.0,20.0,1967.0,3,0
C000931,2025-01-01,0,118.97,0,0,121.49,5.98,0.0,0.0,123.7566666666666,0.0,0.0,-2.5200000000000005,-2.519999999999996,-0.422,0.2359,0,58.0,20.0,1967.0,3,0
C000932,2024-01-01,0,67.37,0,0,64.95,0.0,0.0,0.0,64.95,0.0,0.0,2.42,2.4200000000000017,2.424,0.503,0,32.0,43.0,2897.0,1,0
C000932,2025-01-01,0,69.97,16,1,64.95,0.0,0.0,0.0,64.95,4.333333333333333,1.0,5.02,5.019999999999996,5.018,0.3871,0,32.0,43.0,2897.0,1,0
C000933,2024-01-01,0,38.97,0,0,38.97,0.0,0.0,0.0,38.97,27.0,2.0,0.0,0.0,0.0,0.7327,0,33.0,14.0,2749.0,1,0
C000933,2025-01-01,0,40.53,0,0,40.96,1.99,8.0,1.0,39.63333333333327,2.6666666666666665,1.0,-0.42999999999999994,-0.4299999999999997,-0.212,0.6829,0,33.0,14.0,2749.0,1,0
C000933,2025-01-01,1,40.53,0,0,40.96,1.99,8.0,1.0,39.63333333333327,2.6666666666666665,1.0,-0.42999999999999994,-0.4299999999999997,-0.212,0.6829,0,33.0,14.0,2749.0,1,0
C000934,2024-01-01,0,138.23,20,1,130.76,0.0,8.0,1.0,130.76,2.6666666666666665,1.0,7.47,7.469999999999999,7.465,0.3307,0,24.0,36.0,3449.0,2,0
C000934,2025-01-01,0,130.76,0,0,134.92999999999998,4.17,0.0,0.0,136.06999999999994,0.0,0.0,-4.17,-4.1699999999999875,-1.0,0.2317,0,24.0,36.0,3449.0,2,0
C000935,2024-01-01,0,42.77,0,0,40.77,0.0,0.0,0.0,40.77,6.333333333333333,1.0,2.0,2.0,1.998,0.3307,0,48.0,57.0,3488.0,2,0
C000936,2024-01-01,0,91.6,0,0,95.29,10.0,0.0,0.0,93.80333333333328,0.0,0.0,-3.6900000000000004,-3.690000000000012,-0.369,0.7047,0,59.0,46.0,1986.0,4,0
C000936,2024-01-01,1,91.6,0,0,95.29,10.0,0.0,0.0,93.80333333333328,0.0,0.0,-3.6900000000000004,-3.690000000000012,-0.369,0.7047,0,59.0,46.0,1986.0,4,0
C000938,2024-01-01,0,256.18,0,0,256.18,0.0,0.0,0.0,256.5666666666666,0.0,0.0,0.0,0.0,0.0,0.3294,0,18.0,64.0,2871.0,3,0
C000938,2025-01-01,0,256.44,0,0,256.18,0.0,0.0,0.0,259.3666666666666,0.0,0.0,0.26,0.2599999999999909,0.259,0.2007,0,18.0,64.0,2871.0,3,0
C000939,2024-01-01,0,189.25,0,0,189.35,0.1,0.0,0.0,189.28333333333327,2.6666666666666665,1.0,-0.1,-0.09999999999999432,-0.103,0.3427,0,28.0,16.0,4634.0,3,0
C000939,2025-01-01,0,191.21,0,0,192.21,2.96,0.0,0.0,190.2366666666666,0.0,0.0,-1.0,-1.0,-0.338,0.215,0,28.0,16.0,4634.0,3,0
C000940,2024-01-01,0,38.91,0,0,37.6,0.0,0.0,0.0,34.71666666666661,9.0,1.0,4.03,1.3099999999999952,4.027,0.4936,0,47.0,40.0,2714.0,1,1
C000941,2024-01-01,0,57.51,0,0,57.51,0.0,0.0,0.0,57.51,0.0,0.0,0.0,0.0,0.0,0.3267,0,35.0,26.0,5935.0,3,0
C000941,2025-01-01,0,57.51,19,1,57.51,0.0,0.0,0.0,60.71333333333328,0.0,0.0,0.0,0.0,0.0,0.2359,0,35.0,26.0,5935.0,3,0
C000942,2024-01-01,0,143.84,0,0,142.19,2.35,0.0,0.0,140.62333333333328,0.0,0.0,1.65,1.6500000000000057,0.704,0.4807,0,42.0,26.0,2515.0,2,0
C000942,2025-01-01,0,144.47,0,0,140.39,0.55,0.0,0.0,143.9366666666666,0.0,0.0,4.08,4.0800000000000125,4.071,0.4164,0,42.0,26.0,2515.0,2,0
C000943,2024-01-01,0,158.13,0,0,151.88,0.0,0.0,0.0,155.86333333333326,0.0,0.0,0.0,6.25,0.0,0.3294,0,30.0,22.0,2595.0,3,1
C000943,2025-01-01,0,146.01999999999998,0,0,149.78,3.68,0.0,0.0,150.4699999999999,0.0,0.0,1.27,-3.7600000000000193,4.952,0.2007,0,30.0,22.0,2595.0,3,1
C000944,2024-01-01,0,69.61000000000001,24,1,73.7,0.0,0.0,0.0,74.97333333333329,0.0,0.0,0.0,-4.089999999999989,0.0,0.5166,0,52.0,40.0,3702.0,2,1
C000944,2025-01-01,0,81.81,30,1,72.14,0.0,0.0,0.0,73.61333333333327,0.0,0.0,6.17,9.670000000000002,6.174,0.4061,0,52.0,40.0,3702.0,2,1
C000945,2024-01-01,0,16.01,0,0,16.09,0.08,29.0,1.0,16.03666666666661,9.666666666666666,1.0,-0.08,-0.0799999999999983,-0.076,0.5166,0,44.0,14.0,3542.0,1,0
C000945,2025-01-01,0,16.01,13,1,16.01,0.0,0.0,0.0,16.01,11.0,1.0,0.0,0.0,0.0,0.4061,0,44.0,14.0,3542.0,1,0
C000946,2024-01-01,0,273.37,0,0,278.64000000000004,0.0,0.0,0.0,287.15333333333336,0.0,0.0,0.0,-5.270000000000039,0.0,0.3267,0,43.0,84.0,4421.0,4,1
C000946,2025-01-01,0,299.93,0,0,317.27000000000004,2.48,18.0,1.0,291.4733333333333,6.0,1.0,1.9,-17.340000000000032,4.38,0.2359,0,43.0,84.0,4421.0,4,1
C000947,2024-01-01,0,47.31,0,0,47.31,0.0,43.0,1.0,47.31,14.333333333333334,1.0,0.0,0.0,0.0,0.5216,0,42.0,31.0,4009.0,1,0
C000947,2025-01-01,0,52.2,0,0,53.33,6.02,0.0,0.0,49.316666666666606,0.0,0.0,-1.13,-1.1299999999999955,-0.187,0.407,0,42.0,31.0,4009.0,1,0
C000948,2024-01-01,0,20.270000000000003,0,0,18.85,0.0,0.0,0.0,21.449999999999946,8.0,1.0,1.42,1.4200000000000017,1.416,0.4807,0,46.0,57.0,2099.0,1,0
C000948,2025-01-01,0,18.85,0,0,20.24,1.39,0.0,0.0,20.42666666666661,0.0,0.0,-1.39,-1.389999999999997,-1.0,0.4164,0,46.0,57.0,2099.0,1,0
C000949,2024-01-01,0,190.59,0,0,183.38,0.0,0.0,0.0,183.38,0.0,0.0,7.21,7.210000000000008,7.209,0.3427,0,42.0,33.0,2905.0,3,0
C000949,2025-01-01,0,193.22,0,0,192.36,8.98,0.0,0.0,188.70999999999995,8.333333333333334,1.0,0.8599999999999994,0.8599999999999852,0.095,0.215,0,42.0,33.0,2905.0,3,0
C000950,2024-01-01,0,63.49,0,0,62.11,0.0,0.0,0.0,62.11,0.0,0.0,1.38,1.3800000000000026,1.377,0.4353,0,29.0,30.0,4731.0,1,0
C000950,2025-01-01,0,63.3,0,0,62.11,0.0,0.0,0.0,62.11,7.0,1.0,1.19,1.1899999999999977,1.186,0.4311,0,29.0,30.0,4731.0,1,0
C000951,2024-01-01,0,38.11,0,0,37.27,4.29,0.0,0.0,35.22999999999994,0.0,0.0,0.8399999999999999,0.8399999999999963,0.197,0.5006,0,44.0,61.0,3472.0,2,0
C000951,2025-01-01,0,40.54,0,0,35.36,2.38,0.0,0.0,37.986666666666615,0.0,0.0,5.18,5.18,2.175,0.3944,0,44.0,61.0,3472.0,2,0
C000954,2024-01-01,0,107.16,0,0,83.8,0.0,0.0,0.0,86.70999999999994,0.0,0.0,13.07,23.36,13.07,0.3294,0,41.0,15.0,2476.0,3,1
C000954,2025-01-01,0,98.1,20,1,84.22999999999999,0.0,0.0,0.0,84.37999999999994,0.0,0.0,4.03,13.870000000000005,4.034,0.2007,0,41.0,15.0,2476.0,3,1
C000956,2024-01-01,0,49.57,0,0,49.57,0.0,0.0,0.0,49.66666666666662,0.0,0.0,0.0,0.0,0.0,0.3427,0,26.0,4.0,3145.0,3,0
C000956,2025-01-01,0,54.77,0,0,56.02,6.45,0.0,0.0,54.94333333333329,0.0,0.0,-1.25,-1.25,-0.194,0.215,0,26.0,4.0,3145.0,3,0
C000957,2024-01-01,0,194.42,18,1,209.34,0.0,0.0,0.0,202.97999999999993,0.0,0.0,1.76,-14.920000000000016,1.762,0.3307,0,31.0,39.0,4260.0,4,1
C000957,2025-01-01,0,197.8,0,0,212.45,13.47,0.0,0.0,214.82333333333327,0.0,0.0,-0.030000000000001137,-14.649999999999977,-0.002,0.2317,0,31.0,39.0,4260.0,4,1
C000958,2024-01-01,0,333.96,0,0,333.96,0.0,0.0,0.0,333.96,0.0,0.0,0.0,0.0,0.0,0.3426,0,38.0,36.0,2373.0,4,0
C000958,2025-01-01,0,333.96,0,0,333.96,0.0,0.0,0.0,333.96,0.0,0.0,0.0,0.0,0.0,0.2421,0,38.0,36.0,2373.0,4,0
C000959,2024-01-01,0,170.83,0,0,170.83,0.0,0.0,0.0,172.89666666666665,10.333333333333334,1.0,0.0,0.0,0.0,0.3426,0,35.0,22.0,3182.0,2,0
C000959,2025-01-01,0,185.01,0,0,177.38000000000002,6.55,0.0,0.0,176.84666666666666,7.666666666666667,1.0,7.63,7.629999999999967,1.165,0.2421,0,35.0,22.0,3182.0,2,0
C000960,2024-01-01,0,21.55,0,0,18.42,0.0,0.0,0.0,18.42,0.0,0.0,3.13,3.129999999999999,3.125,0.5006,0,27.0,18.0,1916.0,1,0
C000960,2025-01-01,0,18.42,0,0,18.42,0.0,0.0,0.0,20.82666666666663,0.0,0.0,0.0,0.0,0.0,0.3944,0,27.0,18.0,1916.0,1,0
C000961,2024-01-01,0,130.59,14,1,126.8,0.98,0.0,0.0,126.53999999999996,0.0,0.0,3.7899999999999996,3.7900000000000063,3.791,0.5006,0,26.0,42.0,2572.0,2,0
C000961,2025-01-01,0,132.16,0,0,137.23,11.41,18.0,1.0,140.91999999999996,6.0,1.0,-5.07,-5.069999999999993,-0.445,0.3944,0,26.0,42.0,2572.0,2,0
C000962,2024-01-01,0,174.44,0,0,174.44,0.0,0.0,0.0,174.44,0.0,0.0,0.0,0.0,0.0,0.5166,0,18.0,36.0,6868.0,2,0
C000962,2025-01-01,0,174.84,0,0,174.44,0.0,0.0,0.0,174.44,9.333333333333334,1.0,0.4,0.4000000000000057,0.401,0.4061,0,18.0,36.0,6868.0,2,0
C000963,2024-01-01,0,265.74,0,0,266.89,1.15,28.0,1.0,267.41,9.333333333333334,1.0,-1.15,-1.1499999999999773,-1.0,0.3294,0,18.0,17.0,5804.0,3,0
C000963,2025-01-01,0,267.25,0,0,270.54,4.8,0.0,0.0,270.0133333333333,0.0,0.0,-3.29,-3.2900000000000205,-0.685,0.2007,0,18.0,17.0,5804.0,3,0
C000964,2024-01-01,0,190.64,0,0,208.53,0.0,0.0,0.0,198.60666666666665,0.0,0.0,1.32,-17.890000000000015,1.316,0.3294,0,34.0,50.0,4679.0,3,1
C000964,2025-01-01,0,216.76,0,0,194.17,0.0,0.0,0.0,206.97666666666666,0.0,0.0,2.24,22.590000000000003,2.243,0.2007,0,34.0,50.0,4679.0,3,1
C000965,2024-01-01,0,198.09000000000003,0,0,218.33,0.0,0.0,0.0,208.67333333333332,0.0,0.0,0.0,-20.23999999999998,0.0,0.3413,0,64.0,32.0,3188.0,3,1
C000965,2025-01-01,0,203.44000000000003,0,0,219.36,0.0,0.0,0.0,213.79999999999998,0.0,0.0,0.0,-15.919999999999987,0.0,0.2151,0,64.0,32.0,3188.0,3,1
C000966,2024-01-01,0,121.73,35,1,123.84,7.67,0.0,0.0,118.93333333333332,0.0,0.0,-2.1100000000000003,-2.1099999999999994,-0.274,0.3426,0,58.0,72.0,2626.0,5,0
C000966,2025-01-01,0,117.42,0,0,116.17,0.0,0.0,0.0,116.17,0.0,0.0,1.25,1.25,1.251,0.2421,0,58.0,72.0,2626.0,5,0
C000967,2024-01-01,0,194.71,0,0,192.2,0.0,0.0,0.0,192.2,0.0,0.0,2.51,2.5100000000000193,2.511,0.3413,0,24.0,69.0,3713.0,3,0
C000967,2025-01-01,0,192.58,0,0,192.2,0.0,0.0,0.0,192.2,6.0,1.0,0.38,0.3800000000000239,0.382,0.2151,0,24.0,69.0,3713.0,3,0
C000968,2024-01-01,0,148.13,0,0,142.69,0.0,0.0,0.0,148.52999999999997,0.0,0.0,7.08,5.439999999999998,7.078,0.3294,0,38.0,26.0,2222.0,3,1
C000968,2025-01-01,0,150.12,0,0,151.98999999999998,2.94,0.0,0.0,149.8333333333333,0.0,0.0,1.4200000000000004,-1.8699999999999761,0.482,0.2007,0,38.0,26.0,2222.0,3,1
C000969,2024-01-01,0,49.92,0,0,54.54,4.62,0.0,0.0,51.45999999999999,8.333333333333334,1.0,-4.62,-4.619999999999997,-1.0,0.5006,0,22.0,32.55123711340206,3740.0,1,0
C000969,2025-01-01,0,53.31,0,0,49.92,0.0,0.0,0.0,51.129999999999995,4.0,1.0,3.39,3.3900000000000006,3.391,0.3944,0,22.0,32.55123711340206,3740.0,1,0
C000970,2024-01-01,0,21.17,0,0,20.85,1.35,0.0,0.0,19.949999999999992,0.0,0.0,0.31999999999999984,0.3200000000000003,0.242,0.7047,0,29.0,52.0,2166.0,1,0
C000970,2025-01-01,0,19.5,0,0,19.5,0.0,22.0,1.0,20.073333333333323,7.333333333333333,1.0,0.0,0.0,0.0,0.6724,0,29.0,52.0,2166.0,1,0
C000971,2024-01-01,0,155.04999999999998,39,1,156.24,6.61,0.0,0.0,153.14,0.0,0.0,-1.1900000000000004,-1.1900000000000261,-0.181,0.3267,0,22.0,22.0,3791.0,2,0
C000971,2025-01-01,0,149.63,0,0,149.63,0.0,0.0,0.0,150.76,0.0,0.0,0.0,0.0,0.0,0.2359,0,22.0,22.0,3791.0,2,0
C000972,2024-01-01,0,51.04,5,1,49.53,0.0,0.0,0.0,49.53,0.0,0.0,1.51,1.509999999999998,1.507,0.4914,0,37.0,40.0,1665.0,2,0
C000972,2025-01-01,0,50.34,0,0,49.85,0.32,0.0,0.0,49.636666666666656,0.0,0.0,0.49000000000000005,0.490000000000002,0.488,0.4027,0,37.0,40.0,1665.0,2,0
C000973,2024-01-01,0,152.69,0,0,150.75,0.0,0.0,0.0,150.75,0.0,0.0,1.94,1.9399999999999977,1.944,0.3294,0,34.0,62.0,3895.0,2,0
C000973,2025-01-01,0,158.5,21,1,150.75,0.0,0.0,0.0,150.75,0.0,0.0,7.75,7.75,7.753,0.2007,0,34.0,62.0,3895.0,2,0
C000974,2024-01-01,0,135.95999999999998,0,0,134.54,0.0,0.0,0.0,137.28666666666663,0.0,0.0,1.42,1.4199999999999875,1.422,0.3427,0,39.0,49.0,3520.0,2,0
C000974,2025-01-01,0,134.54,0,0,134.54,0.0,0.0,0.0,135.73999999999998,0.0,0.0,0.0,0.0,0.0,0.215,0,39.0,49.0,3520.0,2,0
C000975,2024-01-01,0,37.57,0,0,44.42,8.14,0.0,0.0,39.03999999999999,4.666666666666667,1.0,-6.8500000000000005,-6.850000000000001,-0.841,0.4834,0,48.0,17.0,2133.0,2,0
C000975,2025-01-01,0,36.28,0,0,36.28,0.0,0.0,0.0,36.28,0.0,0.0,0.0,0.0,0.0,0.4044,0,48.0,17.0,2133.0,2,0
C000976,2024-01-01,0,65.02,0,0,65.02,0.0,0.0,0.0,65.02,0.0,0.0,0.0,0.0,0.0,0.7031,0,41.0,18.0,2511.0,4,0
C000976,2025-01-01,1,69.82,0,0,65.02,0.0,34.0,1.0,65.29333333333331,11.333333333333334,1.0,4.8,4.799999999999997,4.798,0.6551,0,41.0,18.0,2511.0,4,0
C000977,2024-01-01,0,406.51,0,0,411.33,4.82,17.0,1.0,411.07,5.666666666666667,1.0,-4.82,-4.819999999999993,-1.0,0.3426,0,36.0,23.0,3329.0,5,0
C000977,2025-01-01,0,410.96,0,0,406.51,0.0,0.0,0.0,409.0233333333333,0.0,0.0,4.45,4.449999999999989,4.455,0.2421,0,36.0,23.0,3329.0,5,0
C000977,2025-01-01,1,410.96,0,0,406.51,0.0,0.0,0.0,409.0233333333333,0.0,0.0,4.45,4.449999999999989,4.455,0.2421,0,36.0,23.0,3329.0,5,0
C000978,2024-01-01,0,41.87,0,0,38.39,0.0,0.0,0.0,38.39,0.0,0.0,3.48,3.479999999999997,3.482,0.7327,0,32.0,62.0,2574.0,2,0
C000978,2025-01-01,0,41.23,0,0,38.39,0.0,0.0,0.0,38.39,16.333333333333332,1.0,2.84,2.8399999999999963,2.842,0.6829,0,32.0,62.0,2574.0,2,0
C000979,2024-01-01,0,35.28,0,0,32.5,0.0,0.0,0.0,32.72666666666667,0.0,0.0,2.92,2.780000000000001,2.92,0.5006,0,24.0,27.0,3701.0,1,1
C000979,2024-01-01,1,35.28,0,0,32.5,0.0,0.0,0.0,32.72666666666667,0.0,0.0,2.92,2.780000000000001,2.92,0.5006,0,24.0,27.0,3701.0,1,1
C000980,2024-01-01,0,23.69,0,0,18.14,0.0,27.0,1.0,18.14,9.0,1.0,5.55,5.550000000000001,5.545,0.7244,0,27.0,20.0,1588.0,1,0
C000980,2024-01-01,1,23.69,0,0,18.14,0.0,27.0,1.0,18.14,9.0,1.0,5.55,5.550000000000001,5.545,0.7244,0,27.0,20.0,1588.0,1,0
C000982,2024-01-01,0,130.65,0,0,125.71,2.03,0.0,0.0,124.35666666666667,0.0,0.0,4.9399999999999995,4.940000000000012,2.439,0.3307,0,32.0,20.0,3948.0,3,0
C000982,2025-01-01,0,124.47,0,0,124.55,0.87,11.0,1.0,124.00666666666666,3.6666666666666665,1.0,-0.07999999999999996,-0.0799999999999983,-0.073,0.2317,0,32.0,20.0,3948.0,3,0
C000983,2024-01-01,0,64.55,0,0,64.55,0.0,0.0,0.0,64.55,0.0,0.0,0.0,0.0,0.0,0.7154,0,23.0,32.55123711340206,3588.0,1,0
C000983,2025-01-01,0,64.55,0,0,69.47,4.92,0.0,0.0,67.75666666666667,0.0,0.0,-4.92,-4.920000000000002,-1.0,0.6204,0,23.0,32.55123711340206,3588.0,1,0
C000984,2024-01-01,0,144.37,0,0,139.23999999999998,2.39,0.0,0.0,139.16333333333333,7.666666666666667,1.0,5.129999999999999,5.130000000000024,2.145,0.3426,0,39.34175257731959,36.0,5138.0,3,0
C000984,2025-01-01,0,136.85,0,0,136.85,0.0,0.0,0.0,137.47666666666666,6.333333333333333,1.0,0.0,0.0,0.0,0.2421,0,39.34175257731959,36.0,5138.0,3,0
C000985,2024-01-01,0,182.0,0,0,180.57,4.97,0.0,0.0,182.25666666666666,0.0,0.0,1.4300000000000006,1.4300000000000068,0.289,0.3294,0,21.0,27.0,3388.0,2,0
C000985,2025-01-01,0,179.13,0,0,175.6,0.0,0.0,0.0,176.10333333333332,0.0,0.0,3.53,3.530000000000001,3.526,0.2007,0,21.0,27.0,3388.0,2,0
C000987,2024-01-01,0,78.99000000000001,0,0,76.79,0.0,26.0,1.0,77.64,8.666666666666666,1.0,2.2,2.200000000000003,2.203,0.4353,0,33.0,32.55123711340206,3141.0,1,0
C000987,2025-01-01,0,76.79,0,0,76.79,0.0,0.0,0.0,76.79,0.0,0.0,0.0,0.0,0.0,0.4311,0,33.0,32.55123711340206,3141.0,1,0
C000989,2024-01-01,0,53.29,0,0,43.56,6.24,21.0,1.0,40.42000000000001,7.0,1.0,9.73,9.729999999999997,1.559,0.4353,0,53.0,13.0,2120.0,1,0
C000989,2024-01-01,1,53.29,0,0,43.56,6.24,21.0,1.0,40.42000000000001,7.0,1.0,9.73,9.729999999999997,1.559,0.4353,0,53.0,13.0,2120.0,1,0
C000990,2024-01-01,0,190.67,0,0,189.97,0.0,0.0,0.0,190.81333333333336,0.0,0.0,0.7,0.6999999999999886,0.697,0.3307,0,25.0,26.0,3249.0,3,0
C000991,2024-01-01,0,134.56,0,0,134.77,0.0,0.0,0.0,140.89333333333335,0.0,0.0,5.32,-0.21000000000000796,5.322,0.5129,0,41.0,19.0,1295.0,2,1
C000991,2025-01-01,0,127.5,0,0,142.38,0.0,0.0,0.0,134.20000000000002,0.0,0.0,0.0,-14.879999999999995,0.0,0.3954,0,41.0,19.0,1295.0,2,1
C000992,2024-01-01,0,241.12,0,0,279.40000000000003,0.0,0.0,0.0,270.91,0.0,0.0,0.0,-38.28000000000003,0.0,0.3307,0,43.0,9.0,2707.0,5,1
C000992,2025-01-01,0,251.5,0,0,282.8,6.4,0.0,0.0,277.73,0.0,0.0,-5.07,-31.30000000000001,-0.792,0.2317,0,43.0,9.0,2707.0,5,1
C000993,2024-01-01,0,140.66,34,1,142.39,4.54,0.0,0.0,140.44,10.666666666666666,1.0,-1.73,-1.7299999999999898,-0.38,0.3307,0,37.0,15.0,3407.0,2,0
C000993,2025-01-01,0,137.85,0,0,139.91,2.06,13.0,1.0,139.99333333333334,4.333333333333333,1.0,-2.06,-2.0600000000000023,-1.0,0.2317,0,37.0,15.0,3407.0,2,0
C000994,2024-01-01,0,71.82,0,0,73.44,1.62,0.0,0.0,72.36,0.0,0.0,-1.62,-1.6200000000000045,-1.0,0.7227,0,49.0,31.0,6091.0,1,0
C000995,2024-01-01,0,30.84,0,0,33.01,2.17,0.0,0.0,31.74333333333333,0.0,0.0,-2.17,-2.169999999999998,-1.0,0.3413,0,20.0,11.0,3055.0,2,0
C000995,2025-01-01,0,30.84,0,0,30.84,0.0,0.0,0.0,30.84,0.0,0.0,0.0,0.0,0.0,0.2151,0,20.0,11.0,3055.0,2,0
C000996,2024-01-01,0,33.01,0,0,28.85,4.46,0.0,0.0,32.06666666666667,0.0,0.0,1.1799999999999997,4.159999999999997,0.264,0.5166,0,47.0,7.0,3756.0,2,1
C000996,2025-01-01,0,33.46,0,0,29.95,5.46,0.0,0.0,27.28333333333333,0.0,0.0,3.5200000000000005,3.5100000000000016,0.644,0.4061,0,47.0,7.0,3756.0,2,1
C000997,2024-01-01,0,71.15,0,0,71.23,0.08,0.0,0.0,71.17666666666668,0.0,0.0,-0.08,-0.0799999999999983,-0.085,0.5129,0,34.0,78.0,2781.0,1,0
C000997,2025-01-01,0,73.52000000000001,29,1,71.15,0.0,0.0,0.0,73.13,0.0,0.0,2.37,2.3700000000000045,2.373,0.3954,0,34.0,78.0,2781.0,1,0
C000998,2024-01-01,0,270.32,0,0,268.41999999999996,2.08,0.0,0.0,267.0333333333333,11.333333333333334,1.0,1.9,1.900000000000034,0.917,0.699,0,49.0,17.0,2708.0,3,0
C000998,2025-01-01,0,268.65,0,0,266.34,0.0,0.0,0.0,266.34,11.333333333333334,1.0,2.31,2.3100000000000023,2.307,0.6477,0,49.0,17.0,2708.0,3,0
C001000,2024-01-01,0,191.74,0,0,173.68,6.03,0.0,0.0,169.02666666666667,0.0,0.0,8.07,18.060000000000002,1.339,0.3267,0,44.0,22.0,2228.0,3,1
C001000,2025-01-01,0,176.71,0,0,182.02,0.0,0.0,0.0,175.61666666666667,0.0,0.0,1.86,-5.310000000000002,1.864,0.2359,0,44.0,22.0,2228.0,3,1
C001001,2024-01-01,0,45.31,0,0,46.42,1.92,0.0,0.0,46.56,0.0,0.0,-1.1099999999999999,-1.1099999999999994,-0.575,0.7087,0,49.0,46.0,3760.0,1,0
C001001,2025-01-01,0,44.5,0,0,44.74,0.24,0.0,0.0,44.580000000000005,0.0,0.0,-0.24,-0.240000000000002,-0.245,0.6591,0,49.0,46.0,3760.0,1,0
C001002,2024-01-01,0,42.12,0,0,42.12,0.0,0.0,0.0,42.12,0.0,0.0,0.0,0.0,0.0,0.5166,0,48.0,46.0,1871.0,1,0
C001002,2025-01-01,0,46.8,0,0,45.15,3.03,0.0,0.0,43.47666666666667,0.0,0.0,1.65,1.6499999999999986,0.544,0.4061,0,48.0,46.0,1871.0,1,0
C001003,2024-01-01,0,130.82,0,0,113.35999999999996,4.17,0.0,0.0,118.22999999999998,0.0,0.0,-1.5899999999999999,17.460000000000036,-0.382,0.3294,0,44.0,28.0,6433.0,2,1
C001003,2025-01-01,0,112.7,20,1,110.23999999999998,0.0,0.0,0.0,120.3,0.0,0.0,0.0,2.460000000000022,0.0,0.2007,0,44.0,28.0,6433.0,2,1
C001004,2024-01-01,0,241.85,0,0,247.82,0.0,0.0,0.0,265.3666666666666,0.0,0.0,0.0,-5.969999999999999,0.0,0.3294,0,54.0,42.0,3362.0,4,1
C001004,2025-01-01,0,276.33,0,0,238.76,0.0,0.0,0.0,248.60000000000002,0.0,0.0,3.09,37.56999999999999,3.091,0.2007,0,54.0,42.0,3362.0,4,1
C001006,2024-01-01,0,32.8,24,1,35.230000000000004,0.0,0.0,0.0,32.923333333333375,6.0,1.0,0.89,-2.430000000000007,0.894,0.503,0,42.0,25.0,2488.0,2,1
C001006,2025-01-01,0,34.47,50,1,31.93,0.0,0.0,0.0,33.3466666666667,0.0,0.0,1.64,2.539999999999999,1.645,0.3871,0,42.0,25.0,2488.0,2,1
C001007,2024-01-01,0,233.08,0,0,229.07,0.0,0.0,0.0,229.93000000000006,0.0,0.0,0.0,4.010000000000019,0.0,0.3413,0,47.0,9.0,6706.0,4,1
C001007,2025-01-01,0,231.57,0,0,225.12,0.0,0.0,0.0,223.7400000000001,0.0,0.0,0.0,6.449999999999989,0.0,0.2151,0,47.0,9.0,6706.0,4,1
C001008,2024-01-01,0,83.68,0,0,83.68,0.0,0.0,0.0,84.98000000000006,13.666666666666666,1.0,0.0,0.0,0.0,0.4834,0,34.0,71.0,2334.0,1,0
C001008,2025-01-01,0,84.81,0,0,84.31,0.63,0.0,0.0,84.68666666666674,0.0,0.0,0.4999999999999999,0.5,0.508,0.4044,0,34.0,71.0,2334.0,1,0
C001010,2024-01-01,0,255.28,0,0,251.96,0.0,25.0,1.0,251.96,8.333333333333334,1.0,3.32,3.319999999999993,3.316,0.3426,0,42.0,33.0,5385.0,4,0
C001010,2025-01-01,0,259.7,35,1,255.38,3.42,39.0,1.0,254.56333333333336,13.0,1.0,4.32,4.319999999999993,1.261,0.2421,0,42.0,33.0,5385.0,4,0
C001011,2024-01-01,0,48.9,0,0,53.379999999999995,6.02,0.0,0.0,49.94000000000003,0.0,0.0,-4.4799999999999995,-4.479999999999997,-0.744,0.71,0,43.0,6.0,2740.0,2,0
