zona_id,fecha,region,tipo_zona,poblacion_zona,cobertura_4g_pct,cobertura_5g_pct,latencia_ms,velocidad_media_mbps,tasa_cortes_pct,indice_calidad_global,incidencia_masiva,calidad_mes_anterior,calidad_media_3_meses
Z07,2024-01-07,Centro,rural,15473,81.92,12.77,54.58,34.79,3.09,24.25,0,22.55,23.113333333333333
Z07,2024-01-08,Centro,rural,15473,81.89,13.1,53.57,33.47,3.02,22.09,0,24.25,22.963333333333335
Z07,2024-01-09,Centro,rural,15473,81.84,14.23,53.86,34.71,2.82,23.79,0,22.09,23.376666666666665
Z07,2024-01-10,Centro,rural,15473,81.99,15.01,53.84,35.05,2.96,21.85,0,23.79,22.576666666666668
Z07,2024-01-11,Centro,rural,15473,82.13,15.26,52.85,37.5,2.88,25.06,0,21.85,23.566666666666663
Z07,2024-01-12,Centro,rural,15473,82.13,16.0,53.1,38.09,2.69,22.93,0,25.06,23.28
Z07,2025-01-01,Centro,rural,15473,82.19,17.41,50.87,40.1,2.48,24.57,0,22.93,24.186666666666667
Z07,2025-01-02,Centro,rural,15473,81.89,,49.62,42.77,2.44,25.3,0,24.57,24.266666666666666
Z07,2025-01-03,Centro,rural,15473,81.85,19.35,48.65,43.31,2.27,25.08,0,25.3,24.983333333333334
Z07,2025-01-04,Centro,rural,15473,81.69,20.24,48.63,43.45,2.22,25.9,0,25.08,25.426666666666666
Z07,2025-01-05,Centro,rural,15473,81.84,21.01,47.63,43.86,2.19,28.33,0,25.9,26.436666666666667
Z07,2025-01-06,Centro,rural,15473,,21.81,48.11,45.01,2.21,25.75,0,28.33,26.66
Z07,2025-01-07,Centro,rural,15473,81.62,22.08,46.89,46.64,2.12,26.6,0,25.75,26.89333333333333
Z07,2025-01-08,Centro,rural,15473,81.49,22.5,47.04,46.52,2.17,27.96,0,26.6,26.77
Z07,2025-01-09,Centro,rural,15473,81.7,23.36,47.98,46.14,2.19,29.37,0,27.96,27.97666666666667
Z07,2025-01-10,Centro,rural,15473,82.02,23.75,47.86,47.64,2.26,28.5,0,29.37,28.610000000000003
Z07,2025-01-11,Centro,rural,15473,81.97,24.46,,47.42,2.29,28.5,0,28.5,28.790000000000003
Z07,2025-01-12,Centro,rural,15473,81.86,25.35,49.54,46.04,2.35,27.21,0,28.5,28.070000000000004
Z08,2023-01-01,Sur,rural,17023,82.61,3.47,56.78,34.75,3.12,17.42,0,,
Z08,2023-01-02,Sur,rural,17023,82.28,3.84,56.32,34.06,3.19,16.42,0,17.42,
Z08,2023-01-03,Sur,rural,17023,82.37,4.25,55.99,32.18,3.21,15.56,0,16.42,16.46666666666667
Z08,2023-01-04,Sur,rural,17023,82.37,4.36,55.94,31.81,3.29,18.92,0,15.56,16.96666666666667
Z08,2023-01-05,Sur,rural,17023,82.14,4.85,56.52,31.99,3.25,18.77,0,18.92,17.75
Z08,2023-01-06,Sur,rural,17023,81.81,5.59,55.61,32.24,3.28,22.79,0,18.77,20.16
Z08,2023-01-07,Sur,rural,17023,81.67,6.17,56.61,32.73,3.25,19.58,0,22.79,20.38
Z08,2023-01-08,Sur,rural,17023,81.77,6.84,56.21,32.13,3.17,19.79,0,19.58,20.72
Z08,2023-01-09,Sur,rural,17023,81.92,7.38,55.52,32.54,3.26,18.91,0,19.79,19.426666666666666
Z08,2023-01-10,Sur,rural,17023,81.89,7.62,55.29,31.75,3.4,19.04,0,18.91,19.246666666666666
Z08,2023-01-11,Sur,rural,17023,82.04,8.21,55.66,31.58,3.46,19.48,0,19.04,19.143333333333334
Z08,2023-01-12,Sur,rural,17023,81.75,8.59,55.52,30.75,3.47,19.41,0,19.48,19.31
Z08,2024-01-01,Sur,rural,17023,82.25,8.96,55.69,30.4,3.39,20.88,0,19.41,19.923333333333332
Z08,2024-01-02,Sur,rural,17023,81.76,9.87,56.49,30.83,3.39,22.06,0,20.88,20.78333333333333
Z08,2024-01-03,Sur,rural,17023,81.8,10.49,55.07,32.13,3.34,19.51,0,22.06,20.816666666666666
Z08,2024-01-04,Sur,rural,17023,81.88,11.1,54.75,33.22,3.2,23.04,0,19.51,21.536666666666665
Z08,2024-01-05,Sur,rural,17023,81.67,11.69,55.51,34.59,3.19,20.12,0,23.04,20.89
Z08,2024-01-06,Sur,rural,17023,81.67,12.46,55.07,34.87,3.15,21.57,0,20.12,21.576666666666664
Z08,2024-01-07,Sur,rural,17023,81.51,13.04,55.03,34.33,3.09,20.7,0,21.57,20.796666666666667
Z08,2024-01-08,Sur,rural,17023,81.68,13.65,55.12,35.59,2.94,23.43,0,20.7,21.900000000000002
Z08,2024-01-09,Sur,rural,17023,81.63,14.22,54.54,35.95,2.99,21.51,0,23.43,21.88
Z08,2024-01-10,Sur,rural,17023,81.63,14.78,53.62,37.62,2.98,25.66,0,21.51,23.53333333333333
Z08,2024-01-11,Sur,rural,17023,82.15,15.26,53.15,37.28,2.85,22.83,0,25.66,23.333333333333332
Z08,2024-01-12,Sur,rural,17023,81.92,15.77,52.63,37.2,2.87,22.42,0,22.83,23.636666666666667
Z08,2025-01-01,Sur,rural,17023,82.45,16.45,52.28,37.25,2.93,26.23,0,22.42,23.826666666666668
Z08,2025-01-02,Sur,rural,17023,82.37,16.89,52.03,37.55,2.95,25.9,0,26.23,24.850000000000005
Z08,2025-01-03,Sur,rural,17023,82.27,17.12,51.26,39.24,2.94,26.55,0,25.9,26.22666666666667
Z08,2025-01-04,Sur,rural,17023,81.9,18.12,51.59,38.75,2.83,25.29,0,26.55,25.91333333333333
Z08,2025-01-05,Sur,rural,17023,81.88,18.48,51.2,39.46,2.76,24.25,0,25.29,25.363333333333333
Z08,2025-01-06,Sur,rural,17023,81.84,19.34,51.28,40.02,2.69,25.56,0,24.25,25.03333333333333
Z08,2025-01-07,Sur,rural,17023,81.54,20.26,51.16,40.67,2.75,22.61,0,25.56,24.139999999999997
Z08,2025-01-08,Sur,rural,17023,81.32,21.02,51.1,41.21,2.7,26.69,0,22.61,24.953333333333333
Z08,2025-01-09,Sur,rural,17023,81.69,21.79,51.0,39.85,2.77,28.03,0,26.69,25.776666666666667
Z08,2025-01-10,Sur,rural,17023,81.9,22.18,51.41,41.06,2.89,25.24,0,28.03,26.653333333333336
Z08,2025-01-11,Sur,rural,17023,81.89,23.03,51.49,40.36,2.92,27.66,0,25.24,26.97666666666667
Z08,2025-01-12,Sur,rural,17023,81.94,23.67,51.48,41.74,2.85,26.31,0,27.66,26.403333333333336
Z09,2023-01-01,Norte,urbana_premium,102625,94.01,18.35,29.73,72.74,0.42,41.35,0,,
Z09,2023-01-02,Norte,urbana_premium,102625,93.96,18.88,30.67,72.93,0.57,42.61,0,41.35,
Z09,2023-01-03,Norte,urbana_premium,102625,94.04,19.24,31.45,72.79,0.82,42.66,0,42.61,42.20666666666667
Z09,2023-01-04,Norte,urbana_premium,102625,94.08,20.35,31.64,74.05,0.88,41.99,0,42.66,42.42
Z09,2023-01-05,Norte,urbana_premium,102625,94.21,21.43,31.62,73.58,0.88,39.37,0,41.99,41.34
Z09,2023-01-06,Norte,urbana_premium,102625,94.28,23.23,32.53,73.0,1.03,44.81,0,39.37,42.05666666666667
Z09,2023-01-07,Norte,urbana_premium,102625,94.11,24.57,,74.1,1.02,43.49,0,44.81,42.556666666666665
Z09,2023-01-08,Norte,urbana_premium,102625,93.8,26.09,32.35,74.2,1.01,40.18,0,43.49,42.826666666666675
Z09,2023-01-09,Norte,urbana_premium,102625,93.81,27.36,31.65,75.33,1.06,42.42,0,40.18,42.03
Z09,2023-01-10,Norte,urbana_premium,102625,93.77,29.13,32.09,75.85,1.18,42.88,0,42.42,41.82666666666667
Z09,2023-01-11,Norte,urbana_premium,102625,93.84,30.63,31.84,76.84,1.16,46.11,0,42.88,43.80333333333334
Z09,2023-01-12,Norte,urbana_premium,102625,93.99,31.42,32.33,75.14,1.15,47.13,0,46.11,45.373333333333335
Z09,2024-01-01,Norte,urbana_premium,102625,93.94,32.8,31.54,77.25,1.03,48.01,0,47.13,47.083333333333336
Z09,2024-01-02,Norte,urbana_premium,102625,93.95,34.31,31.09,77.46,1.15,48.02,0,48.01,47.72
Z09,2024-01-03,Norte,urbana_premium,102625,93.65,36.04,,79.63,1.05,49.94,0,48.02,48.656666666666666
Z09,2024-01-05,Norte,urbana_premium,102625,93.6,38.84,29.72,79.64,0.93,47.26,0,49.94,48.406666666666666
Z09,2024-01-06,Norte,urbana_premium,102625,90.43,40.33,46.9,62.48,4.49,42.22,1,47.26,46.47333333333333
Z09,2024-01-07,Norte,urbana_premium,102625,91.4,42.31,41.06,69.27,3.4,44.45,0,42.22,44.64333333333334
Z09,2024-01-08,Norte,urbana_premium,102625,92.26,44.2,37.06,74.24,2.69,47.57,0,44.45,44.74666666666667
Z09,2024-01-09,Norte,urbana_premium,102625,92.73,45.96,34.9,77.37,2.17,46.71,0,47.57,46.24333333333334
Z09,2024-01-10,Norte,urbana_premium,102625,93.15,48.03,32.69,81.02,1.68,51.32,0,46.71,48.53333333333333
Z09,2024-01-11,Norte,urbana_premium,102625,93.36,49.39,30.65,83.9,1.31,51.24,0,51.32,49.75666666666667
Z09,2024-01-12,Norte,urbana_premium,102625,93.31,51.11,29.46,86.23,1.17,53.49,0,51.24,52.01666666666667
Z09,2024-04-01,Norte,urbana_premium,102625,93.75,37.55,30.06,79.89,0.97,48.4,0,53.49,51.04333333333333
Z09,2025-01-01,Norte,urbana_premium,102625,93.59,52.77,28.22,87.56,1.15,53.77,0,48.4,51.88666666666666
Z09,2025-01-02,Norte,urbana_premium,102625,93.59,54.44,27.4,88.09,1.05,55.06,0,53.77,52.41
Z09,2025-01-03,Norte,urbana_premium,102625,93.51,56.28,26.91,88.78,1.02,56.9,0,55.06,55.24333333333334
Z09,2025-01-04,Norte,urbana_premium,102625,93.66,58.13,,90.38,0.81,57.83,0,56.9,56.596666666666664
Z09,2025-01-05,Norte,urbana_premium,102625,93.85,59.54,25.38,91.79,0.72,55.85,0,57.83,56.85999999999999
Z09,2025-01-06,Norte,urbana_premium,102625,93.63,61.13,23.89,92.97,0.62,60.46,0,55.85,58.04666666666666
Z09,2025-01-07,Norte,urbana_premium,102625,93.65,62.75,23.82,93.85,0.66,58.49,0,60.46,58.26666666666667
Z09,2025-01-08,Norte,urbana_premium,102625,93.93,63.97,24.09,95.15,0.69,62.83,0,58.49,60.593333333333334
Z09,2025-01-09,Norte,urbana_premium,102625,93.82,65.21,23.71,95.94,0.71,60.55,0,62.83,60.623333333333335
Z09,2025-01-10,Norte,urbana_premium,102625,93.67,67.07,,96.92,0.92,61.56,0,60.55,61.64666666666667
Z09,2025-01-11,Norte,urbana??,102625,93.87,68.55,22.9,96.32,0.79,59.6,0,61.56,60.57
Z09,2025-01-12,Norte,urbana_premium,102625,94.22,70.25,23.59,96.15,0.79,64.07,0,59.6,61.74333333333333
Z10,2023-01-01,Este,suburbana,27514,89.62,10.31,39.75,53.32,1.3,31.56,0,,
Z10,2023-01-02,Este,suburbana,27514,89.35,10.33,40.07,54.09,1.33,31.5,0,31.56,
Z10,2023-01-03,Este,suburbana,27514,89.73,11.08,40.12,53.97,1.4,32.55,0,31.5,31.87
Z10,2023-01-04,Este,suburbana,27514,89.84,11.89,40.31,-54.85,1.53,33.46,0,32.55,32.50333333333333
Z10,2023-01-05,Este,suburbana,27514,90.05,12.45,39.61,56.02,1.65,30.23,0,33.46,32.08
Z10,2023-01-06,Este,suburbana,27514,89.9,13.55,39.83,55.31,1.83,31.4,0,30.23,31.69666666666667
Z10,2023-01-07,Este,suburbana,27514,89.79,14.52,40.31,55.62,1.93,33.48,0,31.4,31.70333333333333
Z10,2023-01-08,Este,suburbana,27514,89.94,15.41,40.49,55.61,1.96,34.78,0,33.48,33.22
Z10,2023-01-09,Este,suburbana,27514,90.06,16.44,40.21,55.67,1.97,34.42,0,34.78,34.22666666666667
Z10,2023-01-10,Este,suburbana,27514,90.44,17.35,40.53,56.59,1.99,38.35,0,34.42,35.85
Z10,2023-01-11,Este,suburbana,27514,90.24,18.52,40.15,56.31,2.01,36.38,0,38.35,36.38333333333333
Z10,2023-01-12,Este,suburbana,27514,90.22,,40.13,56.31,2.2,36.16,0,36.38,36.96333333333333
Z10,2024-01-01,Este,suburbana,27514,90.03,20.72,39.65,57.46,2.1,36.04,0,36.16,36.193333333333335
Z10,2024-01-02,Este,suburbana,27514,90.01,21.97,39.25,56.98,2.06,37.2,0,36.04,36.46666666666666
Z10,2024-01-03,Este,suburbana,27514,90.07,22.81,39.53,57.14,1.96,35.25,0,37.2,36.163333333333334
Z10,2024-01-05,Este,suburbana,27514,90.06,24.98,38.8,58.85,1.98,35.84,0,35.25,36.096666666666664
Z10,2024-01-06,Este,suburbana,27514,90.1,26.11,38.72,60.21,1.93,37.68,0,35.84,36.25666666666667
Z10,2024-01-07,Este,suburbana,27514,90.45,,37.45,60.33,1.7,39.18,0,37.68,37.56666666666667
Z10,2024-01-08,Este,suburbana,27514,90.3,28.25,38.16,61.86,1.71,38.03,0,39.18,38.29666666666666
Z10,2024-01-09,Este,suburbana,27514,90.03,29.38,37.69,61.42,1.62,39.65,0,38.03,38.953333333333326
Z10,2024-01-10,Este,suburbana,27514,89.98,30.3,36.89,62.65,1.56,41.01,0,39.65,39.563333333333325
Z10,2024-01-11,Este,suburbana,27514,90.18,31.4,36.24,64.23,1.54,40.23,0,41.01,40.29666666666666
Z10,2024-01-12,Este,suburbana,27514,90.27,32.81,36.46,66.59,1.4,41.69,0,40.23,40.97666666666666
Z10,2024-04-01,Este,suburbana,27514,90.28,24.07,39.57,59.01,2.12,34.87,0,41.69,38.93
Z10,2025-01-01,Este,suburbana,27514,90.19,33.86,35.63,66.02,1.36,40.87,0,34.87,39.143333333333324
Z10,2025-01-02,Este,suburbana,27514,90.15,34.76,34.76,67.11,1.33,43.36,0,40.87,39.699999999999996
Z10,2025-01-03,Este,suburbana,27514,90.5,,34.79,67.06,1.2,45.65,0,43.36,43.29333333333333
Z10,2025-01-04,Este,suburbanx,27514,90.18,36.85,34.52,67.92,1.13,42.96,0,45.65,43.99
Z10,2025-01-05,Este,suburbana,27514,90.35,37.84,33.68,69.42,1.19,43.18,0,42.96,43.93
Z10,2025-01-06,Este,suburbana,27514,89.96,38.88,33.69,70.73,1.12,44.14,0,43.18,43.426666666666655
Z10,2025-01-07,Este,suburbana,27514,90.09,39.54,34.18,69.95,1.19,44.88,0,44.14,44.06666666666666
Z10,2025-01-08,Este,suburbana,27514,90.26,41.04,33.0,69.75,1.23,45.01,0,44.88,44.676666666666655
Z10,2025-01-09,Este,suburbana,27514,90.27,42.48,33.55,70.06,1.12,45.14,0,45.01,45.01
Z10,2025-01-10,Este,suburbana,27514,90.26,43.36,33.98,71.13,1.22,41.58,0,45.14,43.91
Z10,2025-01-11,Este,suburbana,27514,89.95,45.03,33.81,69.7,1.38,46.4,0,41.58,44.373333333333335
Z10,2025-01-12,Este,suburbana,27514,90.17,46.14,34.19,70.44,1.48,50.4,0,46.4,46.126666666666665
Z11,2023-01-01,Oeste,suburbana,41163,90.6,9.17,41.04,59.33,1.8,31.42,0,,
Z11,2023-01-02,Oeste,suburbana,41163,90.37,9.63,40.39,55.94,1.73,32.51,0,31.42,
Z11,2023-01-03,Oeste,suburbana,41163,90.17,10.87,40.39,56.59,1.75,33.52,0,32.51,32.483333333333334
Z11,2023-01-04,Oeste,suburbana,41163,90.17,11.93,40.47,56.44,1.79,32.21,0,33.52,32.74666666666667
Z11,2023-01-05,Oeste,suburbana,41163,90.19,13.2,404.1,56.28,1.91,34.81,0,32.21,33.51333333333334
Z11,2023-01-06,Oeste,suburbana,41163,90.14,13.32,40.75,54.22,2.02,33.14,0,34.81,33.38666666666666
Z11,2023-01-07,Oeste,suburbana,41163,90.27,14.09,40.08,54.68,1.99,32.66,0,33.14,33.53666666666666
Z11,2023-01-08,Oeste,suburbana,41163,90.21,15.84,406.8,55.66,2.05,36.2,0,32.66,34.0
Z11,2023-01-09,Oeste,suburbana,41163,90.11,16.23,,56.27,1.96,33.85,0,36.2,34.23666666666667
Z11,2023-01-10,Oeste,suburbana,41163,89.95,17.69,40.97,56.69,2.02,34.44,0,33.85,34.830000000000005
Z11,2023-01-11,Oeste,suburbana,41163,90.0,18.4,39.83,56.76,2.04,36.73,0,34.44,35.00666666666666
Z11,2023-01-12,Oeste,suburbana,41163,90.28,19.89,39.5,56.61,2.05,39.53,0,36.73,36.9
Z11,2024-01-01,Oeste,suburbana,41163,90.47,21.15,39.46,56.3,2.08,34.68,0,39.53,36.98
Z11,2024-01-02,Oeste,suburbana,41163,90.28,22.07,40.21,56.71,1.85,37.27,0,34.68,37.160000000000004
Z11,2024-01-03,Oeste,suburbana,41163,90.07,23.08,39.86,57.3,1.91,34.46,0,37.27,35.470000000000006
Z11,2024-01-04,Oeste,suburbana,41163,89.96,24.27,39.25,56.98,1.93,38.81,0,34.46,36.84666666666667
Z11,2024-01-05,Oeste,suburbana,41163,89.96,24.8,39.28,56.99,1.89,36.0,0,38.81,36.42333333333334
Z11,2024-01-06,Oeste,suburbana,41163,89.76,25.86,38.75,58.05,1.87,37.02,0,36.0,37.27666666666667
Z11,2024-01-07,Oeste,suburbana,41163,90.01,27.11,38.0,58.92,1.67,38.98,0,37.02,37.333333333333336
Z11,2024-01-08,Oeste,suburbana,41163,89.94,27.68,37.4,59.79,1.74,36.25,0,38.98,37.416666666666664
Z11,2024-01-09,Oeste,suburbana,41163,89.7,29.24,37.69,60.8,1.61,40.16,0,36.25,38.46333333333333
Z11,2024-01-10,Oeste,suburbana,41163,89.37,29.95,37.01,63.51,1.52,39.65,0,40.16,38.68666666666667
Z11,2024-01-11,Oeste,suburbana,41163,89.76,31.73,36.27,64.49,1.6,38.35,0,39.65,39.38666666666666
Z11,2024-01-12,Oeste,suburbana,41163,90.02,32.56,35.94,65.26,1.44,39.82,0,38.35,39.27333333333333
Z11,2025-01-01,Oeste,suburbana,41163,90.06,33.95,35.5,66.25,1.42,40.51,0,39.82,39.559999999999995
Z11,2025-01-02,Oeste,suburbana,41163,90.18,35.21,36.33,66.81,1.33,43.67,0,40.51,41.333333333333336
Z11,2025-01-03,Oeste,suburbana,41163,90.27,36.1,354.90000000000003,68.07,1.23,42.51,0,43.67,42.23
Z11,2025-01-04,Oeste,suburbana,41163,90.21,37.42,34.76,67.31,1.08,41.7,0,42.51,42.626666666666665
Z11,2025-01-06,Oeste,suburbana,41163,90.17,39.61,33.9,68.35,1.08,45.02,0,41.7,43.076666666666675
Z11,2025-01-07,Oeste,suburbana,41163,90.23,,33.88,67.65,1.14,45.95,0,45.02,44.223333333333336
Z11,2025-01-08,Oeste,suburbana,41163,90.11,41.95,33.46,68.89,1.19,45.24,0,45.95,45.403333333333336
Z11,2025-01-09,Oeste,suburbana,41163,90.06,42.95,33.98,70.66,1.23,47.02,0,45.24,46.07
Z11,2025-01-10,Oeste,suburbana,41163,89.91,44.14,33.66,71.68,1.45,45.99,0,47.02,46.083333333333336
Z11,2025-01-11,Oeste,suburbana,41163,89.54,44.99,343.8,71.99,1.47,47.61,0,45.99,46.873333333333335
Z11,2025-01-12,Oeste,suburbana,41163,89.77,46.33,34.8,72.92,1.52,48.18,0,47.61,47.26
Z11,2025-05-01,Oeste,suburbana,41163,89.91,38.4,33.94,67.76,1.06,43.14,0,48.18,46.31
Z12,2023-01-01,Norte,rural,11707,,3.44,57.39,33.53,3.21,15.79,0,,
Z12,2023-01-02,Norte,rural,11707,81.83,4.21,56.66,31.64,3.31,19.58,0,15.79,
Z12,2023-01-03,Norte,rural,11707,81.87,4.42,56.81,31.18,3.34,19.43,0,19.58,18.266666666666666
Z12,2023-01-04,Norte,rural,11707,81.95,4.87,56.41,31.99,3.24,16.54,0,19.43,18.516666666666666
Z12,2023-01-05,Norte,rural,11707,82.08,5.48,56.5,32.02,3.22,20.49,0,16.54,18.819999999999997
Z12,2023-01-06,Norte,rural,11707,82.04,5.82,56.25,33.21,3.11,20.3,0,20.49,19.11
Z12,2023-01-07,Norte,rural,11707,81.73,6.33,56.05,30.96,3.21,18.71,0,20.3,19.833333333333332
Z12,2023-01-08,Norte,rural,11707,81.43,7.09,56.78,32.07,3.29,19.36,0,18.71,19.456666666666667
Z12,2023-01-09,Norte,rural,11707,81.84,8.01,57.15,31.05,3.34,20.53,0,19.36,19.533333333333335
Z12,2023-01-10,Norte,rural,11707,81.56,8.54,57.91,31.59,3.47,20.04,0,20.53,19.976666666666667
Z12,2023-01-11,Norte,rural,11707,81.68,9.07,57.02,30.86,3.54,22.14,0,20.04,20.903333333333332
Z12,2023-01-12,Norte,rural,11707,81.6,9.76,56.68,31.43,3.52,21.83,0,22.14,21.336666666666662
Z12,2024-01-01,Norte,rural,11707,81.73,10.53,56.55,32.19,3.41,24.08,0,21.83,22.683333333333334
Z12,2024-01-02,Norte,rural,11707,81.9,11.08,55.51,31.8,3.47,21.68,0,24.08,22.53
Z12,2024-01-03,Norte,rural,11707,81.58,11.73,55.16,33.39,3.4,21.68,0,21.68,22.48
Z12,2024-01-04,Norte,rural,11707,81.92,11.89,54.6,33.5,3.4,19.8,0,21.68,21.05333333333333
Z12,2024-01-05,Norte,rural,11707,81.64,12.6,54.27,33.65,3.18,20.88,0,19.8,20.786666666666665
Z12,2024-01-06,Norte,rural,11707,79.64,11.88,71.11,11.37,7.77,17.62,1,20.88,19.433333333333334
Z12,2024-01-07,Norte,rural,11707,80.61,12.56,65.82,18.97,6.26,18.02,0,17.62,18.84
Z12,2024-01-08,Norte,rural,11707,81.03,13.69,62.56,24.22,5.25,20.81,0,18.02,18.816666666666666
Z12,2024-01-09,Norte,rural,11707,81.21,14.52,59.57,27.63,4.46,23.16,0,20.81,20.66333333333333
Z12,2024-01-10,Norte,rural,11707,81.42,15.54,57.16,31.19,4.14,20.53,0,23.16,21.5
Z12,2024-01-11,Norte,rural,11707,81.25,,55.23,33.64,3.68,23.13,0,20.53,22.27333333333333
Z12,2024-01-12,Norte,rural,11707,81.31,16.74,54.35,34.81,3.33,22.65,0,23.13,22.103333333333335
Z12,2025-01-01,Norte,rural,11707,81.26,17.14,53.5,36.25,3.11,23.48,0,22.65,23.086666666666662
Z12,2025-01-02,Norte,rural,11707,81.36,17.86,53.43,37.34,3.0,23.62,0,23.48,23.25
Z12,2025-01-03,Norte,rural,11707,81.62,18.76,52.92,37.25,2.91,26.45,0,23.62,24.516666666666666
Z12,2025-01-04,Norte,rural,11707,81.69,19.43,51.98,37.48,2.83,22.4,0,26.45,24.156666666666666
Z12,2025-01-05,Norte,rural,11707,81.74,20.15,50.77,37.87,2.69,25.43,0,22.4,24.76
Z12,2025-01-06,Norte,rural,11707,81.75,20.86,51.21,39.5,2.68,26.47,0,25.43,24.766666666666666
Z12,2025-01-07,Norte,rural,11707,81.67,21.41,50.6,40.9,2.76,26.47,0,26.47,26.123333333333335
Z12,2025-01-08,Norte,rural,11707,81.74,21.86,49.43,41.47,2.73,26.47,0,26.47,26.47
Z12,2025-01-09,Norte,rural,11707,81.94,22.25,49.44,41.5,2.74,27.04,0,26.47,26.659999999999997
Z12,2025-01-10,Norte,rural,11707,81.99,22.96,49.52,41.71,2.85,24.56,0,27.04,26.02333333333333
Z12,2025-01-11,Norte,rural,11707,82.03,23.25,49.98,40.98,2.84,29.96,0,24.56,27.186666666666667
Z12,2025-01-12,Norte,rural,11707,81.79,,49.96,42.36,2.84,27.15,0,29.96,27.223333333333333
Z13,2023-01-01,Este,suburbana,37333,,9.49,39.3,58.83,1.97,33.2,0,,
Z13,2023-01-02,Este,suburbana,37333,89.88,9.86,39.49,58.22,1.91,31.24,0,33.2,
Z13,2023-01-03,Este,suburbana,37333,89.63,10.59,40.25,56.32,1.9,32.15,0,31.24,32.196666666666665
Z13,2023-01-04,Este,suburbana,37333,89.87,11.61,,54.67,1.83,33.49,0,32.15,32.29333333333333
Z13,2023-01-05,Este,suburbana,37333,89.81,12.28,39.4,56.04,1.9,33.66,0,33.49,33.1
Z13,2023-01-06,Este,suburbana,37333,90.04,13.39,39.71,55.59,1.87,37.01,0,33.66,34.72
Z13,2023-01-07,Este,suburbana,37333,90.13,14.24,40.25,54.69,2.01,32.31,0,37.01,34.32666666666666
Z13,2023-01-08,Este,suburbana,37333,90.18,15.53,40.6,54.95,2.0,33.73,0,32.31,34.349999999999994
Z13,2023-01-09,Este,suburbana,37333,90.02,16.41,41.32,55.08,1.94,33.17,0,33.73,33.07
Z13,2023-01-10,Este,suburbana,37333,90.21,17.62,41.37,55.18,2.0,33.59,0,33.17,33.49666666666667
Z13,2023-01-11,Este,suburbana,37333,90.1,18.86,41.49,54.85,1.93,35.05,0,33.59,33.93666666666667
Z13,2023-01-12,Este,suburbana,37333,90.38,19.37,41.24,54.5,1.9,34.79,0,35.05,34.47666666666667
Z13,2024-01-01,Este,suburbana,37333,90.19,20.39,40.85,55.09,1.8,36.81,0,34.79,35.550000000000004
Z13,2024-01-02,Este,suburbana,37333,90.27,21.77,39.78,56.35,1.89,34.85,0,36.81,35.48333333333333
Z13,2024-01-03,Este,suburbana,37333,90.19,22.83,40.43,58.7,1.75,40.61,0,34.85,37.42333333333334
Z13,2024-01-04,Este,suburbana,37333,89.97,24.17,40.36,58.42,1.8,36.97,0,40.61,37.47666666666667
Z13,2024-01-05,Este,suburbana,37333,90.08,25.25,40.28,59.3,1.77,39.36,0,36.97,38.98
Z13,2024-01-06,Este,suburbana,37333,90.16,26.46,39.23,59.37,1.7,37.42,0,39.36,37.916666666666664
Z13,2024-01-07,Este,suburbana,37333,90.25,27.7,38.58,61.56,1.77,39.47,0,37.42,38.75
Z13,2024-01-08,Este,suburbana,37333,90.03,29.04,38.02,62.41,1.67,38.2,0,39.47,38.36333333333334
Z13,2024-01-09,Este,suburbana,37333,89.76,30.08,37.16,65.49,1.53,38.14,0,38.2,38.60333333333333
Z13,2024-01-10,Este,suburbana,37333,89.92,31.35,36.79,66.06,1.35,39.74,0,38.14,38.693333333333335
Z13,2024-01-11,Este,suburbana,37333,89.75,31.75,36.43,64.61,1.25,39.89,0,39.74,39.25666666666667
Z13,2024-01-12,Este,suburbana,37333,,32.91,36.15,66.19,1.32,42.9,0,39.89,40.843333333333334
Z13,2025-01-01,Este,suburbana,37333,89.77,34.03,35.93,66.96,1.27,41.28,0,42.9,41.35666666666666
Z13,2025-01-02,Este,suburbana,37333,89.69,35.17,35.42,67.09,1.21,40.38,0,41.28,41.52
Z13,2025-01-03,Este,suburbana,37333,89.96,36.22,34.65,68.47,1.16,40.9,0,40.38,40.85333333333333
Z13,2025-01-04,Este,suburbana,37333,90.16,37.13,34.25,69.0,1.26,43.61,0,40.9,41.629999999999995
Z13,2025-01-05,Este,suburbana,37333,89.89,38.36,33.91,70.88,1.24,40.63,0,43.61,41.71333333333333
Z13,2025-01-06,Este,suburbana,37333,,39.89,34.58,72.25,1.16,46.06,0,40.63,43.43333333333334
Z13,2025-01-07,Este,suburbana,37333,89.86,40.88,33.76,71.42,1.14,46.3,0,46.06,44.330000000000005
Z13,2025-01-08,Este,suburbana,37333,90.05,41.91,,71.14,1.13,46.84,0,46.3,46.4
Z13,2025-01-09,Este,suburbana,37333,90.25,43.15,33.05,69.14,1.06,48.18,0,46.84,47.10666666666666
Z13,2025-01-10,Este,suburbana,37333,90.1,43.92,34.09,70.75,1.16,45.76,0,48.18,46.92666666666667
Z13,2025-01-11,Este,suburbana,37333,90.05,,34.85,71.24,1.31,48.25,0,45.76,47.39666666666667
Z13,2025-01-12,Este,suburbana,37333,89.82,46.24,,69.36,1.22,45.12,0,48.25,46.376666666666665
Z14,2023-01-01,Norte,rural,13074,82.37,,54.93,36.12,2.61,21.79,0,,
Z14,2023-01-02,Norte,rural,13074,82.13,4.77,55.01,35.57,2.75,19.57,0,21.79,
