edad,antiguedad_meses,ingreso_estimado,num_lineas,descuento_activo,importe_total,dias_retraso_pago,impago_flag,importe_mes_anterior,consumo_mes_anterior,retraso_mes_anterior,impago_mes_anterior,media_importe_3m,media_retraso_3m,impagos_3m,cambio_consumo,subida_factura,variacion_consumo_pct,stress_calidad_lag,incidencia_masiva_lag,churn_real,churn_predicho,probabilidad_churn,tipo_error
28.0,22.0,4720.0,2,0,35.78,0,0,38.74,2.96,0.0,0.0,38.969999999999935,0.0,0.0,-2.96,-2.960000000000001,-1.0,0.3307,0,0,0,0.3189332698830001,Verdadero negativo
64.0,43.0,2204.0,1,1,58.01,0,0,56.61,0.0,0.0,0.0,56.45666666666682,0.0,0.0,0.0,1.3999999999999986,0.0,0.6656,0,1,1,0.5417092169420613,Verdadero positivo
35.0,15.0,2918.0,3,0,126.49,0,0,126.49,0.0,0.0,0.0,126.49,0.0,0.0,0.0,0.0,0.0,0.4909,0,0,1,0.5247992704771862,Falso positivo
49.0,15.0,7231.0,1,0,71.16,0,0,71.16,0.0,0.0,0.0,71.78999999999986,0.0,0.0,0.0,0.0,0.0,0.4914,0,0,0,0.38404839749325154,Verdadero negativo
27.0,54.0,2445.0,1,1,61.17999999999999,0,0,57.33,0.0,0.0,0.0,55.590000000000124,0.0,0.0,2.46,3.8499999999999943,2.463,0.5166,0,0,0,0.4526309682425554,Verdadero negativo
53.0,76.0,1674.0,5,0,451.06,0,0,441.3,0.0,0.0,0.0,442.0533333333333,10.333333333333334,1.0,9.76,9.759999999999991,9.764,0.3427,0,0,0,0.347937428395345,Verdadero negativo
25.0,7.0,3755.0,3,0,66.94,0,0,66.94,0.0,0.0,0.0,68.91000000000007,0.0,0.0,0.0,0.0,0.0,0.2421,0,0,0,0.4868748319523699,Verdadero negativo
20.0,18.0,2854.0,2,1,116.83,0,0,112.61,0.0,0.0,0.0,111.97333333333331,0.0,0.0,0.0,4.219999999999999,0.0,0.4807,0,0,0,0.45833810205207093,Verdadero negativo
59.0,22.0,5264.0,5,0,433.91,0,0,427.99,0.0,19.0,1.0,428.16000000000014,6.333333333333333,1.0,5.92,5.920000000000016,5.924,0.239,0,1,0,0.2781399963609419,Falso negativo
69.0,21.0,1601.0,2,0,178.65,0,0,178.65,0.0,42.0,1.0,178.65,14.0,1.0,0.0,0.0,0.0,0.4834,0,0,1,0.5616165108664843,Falso positivo
38.0,36.0,2933.0,2,0,163.06,0,0,163.06,0.0,0.0,0.0,163.06,0.0,0.0,0.0,0.0,0.0,0.3426,0,0,0,0.38048574292090953,Verdadero negativo
41.0,68.0,4929.0,1,0,47.83,20,1,46.89,0.0,0.0,0.0,50.22666666666672,6.333333333333333,1.0,0.94,0.9399999999999977,0.944,0.5216,0,0,0,0.3812236358069495,Verdadero negativo
27.0,18.0,3520.0,2,1,139.24,0,0,123.7,3.17,0.0,0.0,127.96999999999974,0.0,0.0,-3.17,15.540000000000006,-1.0,0.4164,0,0,0,0.34133205692713786,Verdadero negativo
40.0,17.0,1681.0,2,0,176.95,0,0,176.95,0.0,0.0,0.0,176.95,0.0,0.0,0.0,0.0,0.0,0.3267,0,0,0,0.4670851287163941,Verdadero negativo
39.0,8.0,2963.0,1,0,47.540000000000006,0,0,43.77,0.0,0.0,0.0,45.8366666666667,0.0,0.0,3.77,3.770000000000003,3.771,0.4354,0,1,1,0.555772619005639,Verdadero positivo
41.0,22.0,3655.0,2,0,140.44,0,0,131.19,0.91,0.0,0.0,132.0633333333335,0.0,0.0,9.25,9.25,9.247,0.4061,0,1,0,0.3932800116079631,Falso negativo
46.0,61.0,3476.786701030928,3,0,260.72,0,0,256.97,0.0,0.0,0.0,257.13666666666677,0.0,0.0,3.75,3.75,3.75,0.3294,0,0,0,0.3058890016388858,Verdadero negativo
49.0,36.0,1550.0,4,0,175.55,0,0,175.55,0.0,620.0,1.0,175.76333333333324,206.66666666666666,1.0,0.0,0.0,0.0,0.4834,0,0,1,0.6106448123220111,Falso positivo
41.0,86.0,2749.0,2,0,177.94000000000003,0,0,179.99,8.66,15.0,1.0,178.5066666666669,5.0,1.0,-2.05,-2.049999999999983,-0.25,0.2007,0,0,0,0.20606588832308517,Verdadero negativo
29.0,52.0,2166.0,1,0,21.17,0,0,20.85,1.35,0.0,0.0,19.949999999999992,0.0,0.0,0.31999999999999984,0.3200000000000003,0.242,0.7047,0,0,1,0.5007427122035718,Falso positivo
47.0,31.0,2242.0,2,0,98.44,0,0,98.15,0.0,0.0,0.0,98.73666666666657,8.666666666666666,1.0,0.29,0.28999999999999204,0.286,0.4353,0,0,1,0.5036151550697398,Falso positivo
42.0,72.0,2505.0,2,1,114.29,0,0,99.97,0.0,0.0,0.0,103.12999999999984,5.333333333333333,1.0,2.56,14.320000000000007,2.56,0.3954,0,0,0,0.3897704043842276,Verdadero negativo
46.0,23.0,3875.0,3,1,212.71999999999997,0,0,194.76,7.2,0.0,0.0,189.99666666666664,4.333333333333333,1.0,0.14999999999999947,17.95999999999998,0.021,0.3427,0,0,0,0.3888631350909417,Verdadero negativo
35.0,71.0,4285.0,2,0,93.2,0,0,93.2,0.0,0.0,0.0,94.6033333333334,0.0,0.0,0.0,0.0,0.0,0.4354,0,0,0,0.31514725339956706,Verdadero negativo
28.0,24.0,2123.0,2,1,87.82000000000001,0,0,80.53,4.13,0.0,0.0,81.6599999999999,0.0,0.0,-1.27,7.290000000000006,-0.307,0.3267,0,0,0,0.3658715061479429,Verdadero negativo
58.0,29.0,5317.0,3,1,183.15,0,0,169.66,0.0,0.0,0.0,169.94666666666677,0.0,0.0,0.0,13.490000000000009,0.0,0.3267,0,0,0,0.2516866204428412,Verdadero negativo
24.0,17.0,5000.0,2,1,145.27,0,0,144.28,12.85,0.0,0.0,151.7733333333333,1.6666666666666667,1.0,-0.629999999999999,0.9900000000000091,0.26,0.3267,0,0,0,0.2778588862980444,Verdadero negativo
55.0,15.0,4126.0,1,0,71.14999999999999,0,0,68.8,0.0,0.0,0.0,69.08333333333361,0.0,0.0,2.35,2.3499999999999943,2.349,0.4834,0,0,0,0.46932492366470385,Verdadero negativo
36.0,12.0,3642.0,1,0,28.11,0,0,27.59,12.25,0.0,0.0,28.839999999999993,0.0,0.0,0.5199999999999996,0.5199999999999996,0.043,0.3944,0,0,0,0.4342684583761108,Verdadero negativo
27.0,32.55123711340206,1809.0,3,0,75.49000000000001,0,0,71.12,0.0,0.0,0.0,71.12,0.0,0.0,4.37,4.3700000000000045,4.369,0.4164,0,0,1,0.5103735019572457,Falso positivo
38.0,65.0,1996.0,2,0,159.17,0,0,153.25,0.0,0.0,0.0,154.93666666666692,0.0,0.0,5.92,5.9199999999999875,5.923,0.2421,0,0,0,0.2855694228126951,Verdadero negativo
36.0,67.0,3088.0,2,0,94.95,0,0,94.95,0.0,0.0,0.0,94.95,0.0,0.0,0.0,0.0,0.0,0.5216,0,0,0,0.47801797741278096,Verdadero negativo
37.0,41.0,1996.0,3,0,257.31,0,0,250.45,2.84,0.0,0.0,252.68999999999997,0.0,0.0,6.859999999999999,6.860000000000014,2.42,0.4164,0,0,0,0.4387774597165125,Verdadero negativo
54.0,8.0,2081.0,2,0,75.09,0,0,75.09,0.0,0.0,0.0,75.09,0.0,0.0,0.0,0.0,0.0,0.5166,0,0,1,0.5881518829126287,Falso positivo
40.0,32.55123711340206,3720.0,2,1,116.92,0,0,120.24,0.0,0.0,0.0,126.97666666666674,9.333333333333334,1.0,0.0,-3.319999999999993,0.0,0.4914,0,0,0,0.3238250273671561,Verdadero negativo
34.0,62.0,2572.0,2,1,33.47,0,0,39.440000000000005,0.81,0.0,0.0,36.936666666666724,10.666666666666666,1.0,-0.81,-5.970000000000006,-0.81,0.699,0,0,1,0.501088997362181,Falso positivo
47.0,14.0,3911.0,4,0,244.32,0,0,247.31,2.99,0.0,0.0,248.9399999999999,8.0,1.0,-2.99,-2.990000000000009,-1.0,0.2007,0,0,0,0.35556818926009265,Verdadero negativo
39.34175257731959,19.0,3198.0,2,0,91.18,0,0,84.61,0.0,0.0,0.0,84.61,0.0,0.0,6.57,6.570000000000007,6.569,0.3426,0,0,0,0.3921813517657919,Verdadero negativo
55.0,17.0,2477.0,2,0,42.91,0,0,37.97,0.0,0.0,0.0,38.50666666666651,0.0,0.0,4.94,4.939999999999998,4.942,0.4914,0,1,1,0.5677078997643633,Verdadero positivo
42.0,72.0,2182.0,1,0,68.08999999999999,0,0,65.91999999999999,1.1,0.0,0.0,65.18666666666682,0.0,0.0,2.17,2.1700000000000017,1.968,0.4311,0,0,0,0.4363860259285599,Verdadero negativo
48.0,41.0,3517.0,1,0,90.18,0,0,91.62,3.63,0.0,0.0,91.15000000000013,0.0,0.0,-1.44,-1.4399999999999977,-0.396,0.503,0,0,0,0.391252966557036,Verdadero negativo
33.0,36.0,3045.0,2,0,156.91,0,0,156.91,0.0,7.0,1.0,157.54333333333344,2.3333333333333335,1.0,0.0,0.0,0.0,0.3413,0,0,0,0.3516492418695251,Verdadero negativo
23.0,32.0,3854.0,1,0,91.83,0,0,85.17999999999999,0.13,0.0,0.0,89.58333333333348,11.666666666666666,1.0,6.65,6.650000000000006,6.646,0.5166,0,0,0,0.34936322545766396,Verdadero negativo
41.0,10.0,6536.0,3,1,200.73,0,0,183.14,0.0,0.0,0.0,191.24666666666675,0.0,0.0,2.57,17.590000000000003,2.568,0.3294,0,0,0,0.2685939026567653,Verdadero negativo
37.0,72.0,4138.0,2,0,39.54,0,0,37.67,-0.0,0.0,0.0,37.67,0.0,0.0,1.87,1.8699999999999974,1.873,0.3426,0,0,0,0.32097852974216834,Verdadero negativo
18.0,21.0,3803.0,2,0,162.93,0,0,157.13000000000002,1.08,0.0,0.0,161.92666666666693,11.0,1.0,5.8,5.799999999999983,5.357,0.3426,0,0,0,0.3084017502911737,Verdadero negativo
34.0,27.0,3691.0,3,1,61.46,0,0,62.95,4.08,26.0,1.0,61.0500000000001,8.666666666666666,1.0,-3.88,-1.490000000000002,-0.952,0.2421,0,0,0,0.34601324629195085,Verdadero negativo
40.0,33.0,6809.0,2,1,74.69,0,0,73.91,0.0,0.0,0.0,75.06666666666653,0.0,0.0,3.89,0.7800000000000011,3.892,0.3871,0,0,0,0.2867950476271711,Verdadero negativo
40.0,9.0,2165.0,4,0,68.8,0,0,66.47,0.0,0.0,0.0,67.42666666666689,0.0,0.0,2.33,2.3299999999999983,2.331,0.5166,0,0,1,0.5818961115610505,Falso positivo
50.0,22.0,4156.0,2,0,179.88,0,0,180.89,1.01,0.0,0.0,186.4066666666666,0.0,0.0,-1.01,-1.009999999999991,-1.0,0.3267,0,0,0,0.2784112453335162,Verdadero negativo
34.0,36.0,3645.0,2,0,135.07999999999998,0,0,131.48,4.18,0.0,0.0,128.72000000000003,0.0,0.0,3.6000000000000005,3.5999999999999943,0.861,0.3787,0,0,0,0.2866629919095627,Verdadero negativo
19.0,20.0,2989.0,1,0,15.46,0,0,15.46,0.0,0.0,0.0,16.10000000000004,10.0,1.0,0.0,0.0,0.0,0.6506,0,0,0,0.39839756214819366,Verdadero negativo
18.0,37.0,4776.0,3,0,133.12,0,0,129.43,0.16,0.0,0.0,129.6366666666665,0.0,0.0,3.69,3.6899999999999977,3.69,0.2007,0,0,0,0.3694742724116034,Verdadero negativo
59.0,50.0,1714.0,2,0,41.27,0,0,37.02,1.48,0.0,0.0,36.236666666666615,6.333333333333333,1.0,4.25,4.25,2.864,0.6701,0,0,1,0.5366105786962408,Falso positivo
43.0,22.0,2424.0,2,1,108.8,0,0,108.8,2.3,0.0,0.0,100.57999999999983,0.0,0.0,-2.3,0.0,-1.0,0.3954,0,0,0,0.4483189058579407,Verdadero negativo
42.0,22.0,1563.0,1,0,18.58,0,0,15.91,0.0,23.0,1.0,15.91,7.666666666666667,1.0,2.67,2.669999999999998,2.673,0.7227,0,0,0,0.40795374512591115,Verdadero negativo
18.0,41.0,1663.0,1,0,18.34,0,0,18.34,0.0,0.0,0.0,18.36666666666657,0.0,0.0,0.0,0.0,0.0,0.7244,0,0,0,0.42726501073215856,Verdadero negativo
32.0,22.0,5260.0,3,1,106.07,29,1,100.89,1.82,0.0,0.0,109.72999999999986,0.0,0.0,-1.82,5.179999999999993,-1.0,0.2007,0,0,0,0.3366664931213997,Verdadero negativo
21.0,45.0,4996.0,3,1,196.45,0,0,204.36,2.94,0.0,0.0,212.70000000000002,0.0,0.0,-1.5999999999999999,-7.910000000000025,-0.544,0.2007,0,0,0,0.20420609327851938,Verdadero negativo
30.0,37.0,4879.0,2,0,180.16,0,0,173.01,0.0,0.0,0.0,173.01,8.0,1.0,7.15,7.150000000000006,7.145,0.2317,0,0,0,0.24663841443995488,Verdadero negativo
51.0,22.0,2224.0,3,0,71.19,0,0,63.56,7.03,0.0,0.0,62.706666666666514,0.0,0.0,7.63,7.6299999999999955,1.085,0.2421,0,0,0,0.3524662924806007,Verdadero negativo
56.0,104.0,2253.0,1,0,43.010000000000005,0,0,37.7,0.0,0.0,0.0,38.04333333333358,0.0,0.0,5.31,5.310000000000002,5.307,0.6477,0,0,0,0.4754623562674231,Verdadero negativo
51.0,25.0,3476.786701030928,4,0,98.13,0,0,99.09,3.3,0.0,0.0,96.89000000000006,0.0,0.0,-0.96,-0.960000000000008,-0.29,0.4353,0,0,0,0.38140248363123946,Verdadero negativo
58.0,57.0,2018.0,5,0,87.53,16,1,87.53,0.0,0.0,0.0,87.53,0.0,0.0,0.0,0.0,0.0,0.2359,0,1,0,0.3927033768773185,Falso negativo
43.0,25.0,1734.0,2,0,77.86999999999999,27,1,77.55,0.0,0.0,0.0,77.55,161.0,2.0,0.32,0.3199999999999932,0.319,0.503,0,0,1,0.5980502719962802,Falso positivo
34.0,13.0,2318.0,1,0,21.45,39,1,21.45,-0.0,0.0,0.0,21.77,0.0,0.0,0.0,0.0,0.0,0.407,0,0,1,0.5537202219583134,Falso positivo
41.0,30.0,2980.0,1,0,27.08,0,0,21.55,3.39,5.0,1.0,19.289999999999953,1.6666666666666667,1.0,5.529999999999999,5.529999999999998,1.633,0.4061,0,1,0,0.41063184894295823,Falso negativo
38.0,29.0,3890.0,2,1,141.72,0,0,122.83,5.9,0.0,0.0,126.16666666666667,15.0,1.0,7.4399999999999995,18.89,1.262,0.2151,0,0,0,0.30788545135797823,Verdadero negativo
27.0,11.0,6054.0,2,0,183.61,0,0,171.52,0.0,0.0,0.0,172.89666666666662,0.0,0.0,12.09,12.090000000000003,12.094,0.3426,0,0,0,0.3573391024316895,Verdadero negativo
29.0,21.0,3367.0,3,1,41.080000000000005,0,0,38.91,0.0,0.0,0.0,40.59000000000021,0.0,0.0,1.42,2.170000000000009,1.42,0.3413,0,0,0,0.4474475057530931,Verdadero negativo
27.0,12.0,2696.0,3,0,73.54,0,0,73.54,0.0,0.0,0.0,73.54,0.0,0.0,0.0,0.0,0.0,0.2151,0,0,0,0.46099311258988573,Verdadero negativo
37.0,28.0,7625.0,1,0,84.17,0,0,80.09,0.0,0.0,0.0,80.35000000000007,9.666666666666666,1.0,4.08,4.079999999999998,4.079,0.4834,0,0,0,0.37759451147466355,Verdadero negativo
24.0,45.0,3388.0,2,0,98.91,0,0,93.97,5.34,0.0,0.0,90.4099999999999,0.0,0.0,4.9399999999999995,4.939999999999998,0.924,0.3944,0,0,0,0.25537359638813834,Verdadero negativo
58.0,19.0,3963.0,2,1,135.05,0,0,140.55,0.0,0.0,0.0,135.83333333333337,0.0,0.0,0.0,-5.5,0.0,0.6724,0,0,0,0.3758281900663249,Verdadero negativo
51.0,30.0,3913.0,2,1,136.13,0,0,142.65000000000003,0.3,0.0,0.0,135.97666666666686,0.0,0.0,-0.3,-6.520000000000039,-0.3,0.2151,0,0,0,0.2429266425549887,Verdadero negativo
57.0,74.0,2870.0,2,0,175.47,0,0,175.47,0.0,0.0,0.0,175.47,0.0,0.0,0.0,0.0,0.0,0.3267,0,0,0,0.24817545125056062,Verdadero negativo
20.0,38.0,3303.0,2,0,98.48,0,0,94.75,2.32,25.0,1.0,93.20333333333336,8.333333333333334,1.0,3.73,3.730000000000004,1.605,0.2317,0,0,0,0.28507577835131254,Verdadero negativo
21.0,63.0,3994.0,2,0,171.61,0,0,165.12,0.51,0.0,0.0,166.8299999999998,0.0,0.0,6.49,6.490000000000009,6.485,0.4914,0,0,0,0.24773800213171285,Verdadero negativo
35.0,6.0,3685.0,1,0,24.11,12,1,24.11,0.0,0.0,0.0,25.903333333333293,0.0,0.0,0.0,0.0,0.0,0.4909,0,0,1,0.5369211664981273,Falso positivo
24.0,69.0,3713.0,3,0,192.58,0,0,192.2,0.0,0.0,0.0,192.2,6.0,1.0,0.38,0.3800000000000239,0.382,0.2151,0,0,0,0.2527847375789938,Verdadero negativo
25.0,20.0,3574.0,3,0,222.74,5,1,218.74,0.0,0.0,0.0,219.10333333333338,9.666666666666666,1.0,4.0,4.0,3.998,0.3294,0,0,0,0.4752653337550028,Verdadero negativo
75.0,12.0,3266.0,4,1,63.47,0,0,60.739999999999995,0.0,0.0,0.0,62.79999999999984,0.0,0.0,6.14,2.730000000000004,6.143,0.4834,0,0,0,0.48495278211948806,Verdadero negativo
53.0,29.0,1569.0,4,0,67.4,0,0,68.05000000000001,0.65,45.0,1.0,71.99666666666694,15.0,1.0,-0.65,-0.6500000000000057,-0.648,0.4909,0,0,1,0.5841819012555564,Falso positivo
35.0,26.0,4477.0,2,0,97.49,0,0,99.2,1.71,0.0,0.0,105.18000000000012,0.0,0.0,-1.71,-1.710000000000008,-1.0,0.2317,0,0,0,0.24944647484771756,Verdadero negativo
34.0,13.0,2318.0,1,0,23.78,0,0,23.28,1.83,0.0,0.0,24.946666666666662,0.0,0.0,0.5,0.5,2.333,0.5216,0,0,1,0.5940461390423326,Falso positivo
30.0,20.0,3375.0,2,0,102.69,0,0,95.38,0.0,0.0,0.0,96.42333333333325,0.0,0.0,7.31,7.310000000000002,7.305,0.3426,0,0,0,0.3798084785450573,Verdadero negativo
39.0,29.0,2852.0,1,1,71.08,0,0,72.71000000000001,3.59,0.0,0.0,70.65000000000022,0.0,0.0,0.9400000000000004,-1.6300000000000097,0.264,0.3944,0,0,0,0.43781749431336936,Verdadero negativo
41.0,12.0,2749.0,4,0,80.44,0,0,77.91,0.0,0.0,0.0,77.91,0.0,0.0,2.53,2.530000000000001,2.528,0.5006,0,1,1,0.6066397557544743,Verdadero positivo
37.0,12.0,3207.0,3,1,239.57,0,0,236.30999999999997,0.0,0.0,0.0,229.48333333333335,0.0,0.0,7.24,3.2600000000000193,7.235,0.5129,0,0,1,0.5135006840908218,Falso positivo
40.0,26.0,3207.0,3,0,116.37,0,0,112.36,0.0,0.0,0.0,112.36,0.0,0.0,4.01,4.010000000000005,4.013,0.4353,0,0,1,0.5066205958540716,Falso positivo
19.0,32.55123711340206,3321.0,1,0,64.48,0,0,64.14,2.53,0.0,0.0,62.55666666666652,12.0,1.0,0.3400000000000003,0.3400000000000034,0.134,0.4164,0,0,0,0.4062364081919526,Verdadero negativo
40.0,10.0,3070.0,1,1,54.02,0,0,50.71,0.0,31.0,1.0,54.51999999999989,10.333333333333334,1.0,3.38,3.3100000000000023,3.379,0.4936,0,0,1,0.5757085741659939,Falso positivo
51.0,38.0,3420.0,2,0,161.05,0,0,156.5,0.0,0.0,0.0,156.65999999999988,0.0,0.0,4.55,4.550000000000011,4.549,0.2421,0,0,0,0.278507839364607,Verdadero negativo
39.34175257731959,8.0,5323.0,1,0,44.32,0,0,44.32,0.0,0.0,0.0,45.45333333333313,0.0,0.0,0.0,0.0,0.0,0.4164,0,0,0,0.40700719053329676,Verdadero negativo
52.0,12.0,3891.0,3,1,197.57,0,0,195.34,0.0,0.0,0.0,197.74666666666664,0.0,0.0,9.4,2.2299999999999898,9.404,0.2421,0,0,1,0.5006940038978605,Falso positivo
55.0,7.0,3476.786701030928,1,0,20.67,0,0,20.43,0.0,30.0,1.0,20.43,10.0,1.0,0.24,0.240000000000002,0.243,0.71,0,0,1,0.6046271805359611,Falso positivo
31.0,64.0,3607.0,2,1,31.28,0,0,30.700000000000003,0.0,0.0,0.0,28.819999999999794,0.0,0.0,0.0,0.5799999999999983,0.0,0.7244,0,0,0,0.37829345240609913,Verdadero negativo
55.0,47.0,2854.0,3,0,137.7,0,0,128.39,0.0,0.0,0.0,128.39,0.0,0.0,9.31,9.310000000000002,9.305,0.4914,0,0,0,0.4772797320176296,Verdadero negativo
57.0,32.0,3073.0,1,0,48.86,0,0,48.86,0.0,0.0,0.0,48.9733333333333,0.0,0.0,0.0,0.0,0.0,0.7047,0,0,1,0.596589973314208,Falso positivo
52.0,40.0,4400.0,4,0,275.67,0,0,270.68,0.0,0.0,0.0,270.68,0.0,0.0,4.99,4.990000000000009,4.991,0.5216,0,0,0,0.3373841298913748,Verdadero negativo
27.0,24.0,4811.0,2,0,39.72,0,0,39.41,0.0,0.0,0.0,39.41,11.333333333333334,1.0,0.31,0.3100000000000023,0.306,0.3504,0,1,0,0.3502488295135908,Falso negativo
35.0,26.0,5935.0,3,0,57.51,19,1,57.51,0.0,0.0,0.0,60.71333333333328,0.0,0.0,0.0,0.0,0.0,0.2359,0,0,0,0.33268301888301827,Verdadero negativo
34.0,15.0,9739.0,5,1,281.68999999999994,0,0,286.21,0.0,0.0,0.0,286.97666666666663,0.0,0.0,3.02,-4.520000000000039,3.021,0.3294,0,0,0,0.2755934330476985,Verdadero negativo
46.0,21.0,2521.0,1,0,49.53,0,0,49.53,0.0,0.0,0.0,49.53,18.333333333333332,2.0,0.0,0.0,0.0,0.4807,0,0,1,0.5443775555572148,Falso positivo
39.34175257731959,78.0,2392.0,4,1,169.58,0,0,151.46,0.0,0.0,0.0,158.27999999999997,0.0,0.0,1.84,18.120000000000005,1.845,0.6506,0,0,0,0.4439450719821356,Verdadero negativo
58.0,56.0,1805.0,2,0,73.89999999999999,20,1,70.3,0.0,0.0,0.0,70.3,0.0,0.0,3.6,3.5999999999999943,3.598,0.3954,0,0,0,0.46935353781073375,Verdadero negativo
50.0,15.0,2158.0,5,1,171.07,0,0,179.06,0.0,0.0,0.0,170.40000000000012,0.0,0.0,2.35,-7.990000000000009,2.352,0.3267,0,0,0,0.4552552940914141,Verdadero negativo
58.0,52.0,2878.0,5,1,298.65999999999997,11,1,297.23,2.91,0.0,0.0,310.82000000000016,0.0,0.0,-1.1300000000000001,1.42999999999995,-0.387,0.3426,0,1,0,0.351175538669321,Falso negativo
34.0,55.0,1668.0,2,1,119.2,0,0,124.93,0.0,0.0,0.0,121.7766666666666,0.0,0.0,2.76,-5.730000000000004,2.759,0.503,0,0,0,0.45032381508435654,Verdadero negativo
23.0,24.0,8584.0,2,1,102.19,0,0,105.88,0.0,0.0,0.0,101.29666666666672,10.333333333333334,1.0,0.0,-3.6899999999999977,0.0,0.2421,0,0,0,0.252325999450263,Verdadero negativo
28.0,58.0,4393.0,2,1,110.72,0,0,111.04000000000002,6.19,27.0,1.0,109.98000000000013,9.0,1.0,-1.4000000000000004,-0.3200000000000216,-0.227,0.2007,0,0,0,0.16891547244733318,Verdadero negativo
39.0,26.0,3476.786701030928,2,0,81.02999999999999,0,0,79.00999999999999,1.55,0.0,0.0,77.97666666666686,16.333333333333332,1.0,2.0199999999999996,2.019999999999996,1.311,0.3944,0,0,0,0.4192508738163865,Verdadero negativo
24.0,77.0,2264.0,1,0,76.07,0,0,76.07,0.0,0.0,0.0,76.07,0.0,0.0,0.0,0.0,0.0,0.6724,0,0,0,0.42344794764182636,Verdadero negativo
41.0,41.0,4793.0,3,0,193.61,0,0,187.24,0.0,0.0,0.0,192.06333333333328,0.0,0.0,6.37,6.3700000000000045,0.378,0.2359,0,0,0,0.23802529119437552,Verdadero negativo
28.0,26.0,5194.0,3,1,217.36,0,0,193.6,0.0,0.0,0.0,200.23333333333335,0.0,0.0,0.0,23.76000000000002,0.0,0.2421,0,0,0,0.2854700328432738,Verdadero negativo
40.0,8.0,5455.0,2,1,36.22,0,0,36.18,0.0,0.0,0.0,37.89333333333351,0.0,0.0,0.0,0.03999999999999915,0.0,0.3426,0,0,0,0.4041057651993086,Verdadero negativo
55.0,36.0,2433.0,1,0,66.55,15,1,66.55,0.0,0.0,0.0,66.75666666666685,0.0,0.0,0.0,0.0,0.0,0.6506,0,0,1,0.5383100255994692,Falso positivo
58.0,11.0,4767.0,2,0,73.55,0,0,73.55,0.0,0.0,0.0,74.10999999999986,11.0,1.0,0.0,0.0,0.0,0.3413,0,0,0,0.30162404006191396,Verdadero negativo
41.0,84.0,2683.0,1,0,67.5,32,1,64.97,0.0,0.0,0.0,67.00333333333309,0.0,0.0,2.53,2.530000000000001,2.526,0.5166,0,0,0,0.4935859799880007,Verdadero negativo
52.0,56.0,1643.0,1,0,61.1,0,0,61.86,0.76,41.0,1.0,63.953333333333326,17.0,2.0,-0.76,-0.759999999999998,-0.758,0.5006,0,0,1,0.5650453109561593,Falso positivo
38.0,18.0,2277.0,2,1,27.27,0,0,24.76,0.38,0.0,0.0,25.359999999999925,0.0,0.0,0.7899999999999999,2.509999999999998,0.796,0.4311,0,0,1,0.5484542056592716,Falso positivo
34.0,13.0,4576.0,2,0,166.48,0,0,166.48,-0.0,0.0,0.0,169.15333333333328,0.0,0.0,0.0,0.0,0.0,0.215,0,0,0,0.3090910670533768,Verdadero negativo
23.0,4.0,3432.0,2,1,74.22,0,0,85.91,0.0,0.0,0.0,84.51999999999991,0.0,0.0,0.0,-11.689999999999998,0.0,0.4311,0,1,0,0.44927554481512055,Falso negativo
19.0,15.0,5873.0,2,0,136.21,12,1,131.66,0.0,0.0,0.0,131.66,10.666666666666666,1.0,4.55,4.550000000000011,4.548,0.2359,0,0,0,0.26928752508369236,Verdadero negativo
55.0,48.0,3963.0,2,1,117.46,0,0,94.99,0.0,0.0,0.0,102.00999999999989,5.333333333333333,1.0,7.39,22.47,7.386,0.3413,0,0,0,0.20830670277414964,Verdadero negativo
34.0,48.0,3467.0,3,0,59.870000000000005,0,0,57.1,0.0,0.0,0.0,60.01333333333323,0.0,0.0,2.77,2.770000000000003,2.768,0.2421,0,0,0,0.3961081968769532,Verdadero negativo
54.0,18.0,2024.0,3,0,68.14999999999999,0,0,65.49,0.0,0.0,0.0,65.49,0.0,0.0,2.66,2.6599999999999966,2.657,0.7327,0,0,1,0.6253789959344668,Falso positivo
51.0,22.0,2379.0,2,0,51.84,0,0,47.4,0.0,16.0,1.0,48.006666666666604,5.333333333333333,1.0,4.44,4.440000000000005,4.442,0.6591,0,0,1,0.5740984326450653,Falso positivo
49.0,7.0,3717.0,2,0,88.92,0,0,88.92,0.0,0.0,0.0,92.93333333333335,0.0,0.0,0.0,0.0,0.0,0.3267,0,0,0,0.3918887532750339,Verdadero negativo
37.0,32.0,5417.0,2,0,177.0,0,0,176.86,0.0,0.0,0.0,176.86,66.66666666666667,1.0,0.14,0.13999999999998636,0.139,0.3267,0,0,0,0.2544653097755462,Verdadero negativo
43.0,24.0,2887.0,1,0,78.29,0,0,78.29,0.0,0.0,0.0,78.29,0.0,0.0,0.0,0.0,0.0,0.5129,0,0,1,0.5591645637706,Falso positivo
32.0,41.0,2154.0,1,0,47.21,0,0,47.21,0.0,0.0,0.0,47.329999999999956,0.0,0.0,0.0,0.0,0.0,0.503,0,0,1,0.522148735706876,Falso positivo
55.0,54.0,2851.0,2,0,139.57999999999998,0,0,141.26,6.85,0.0,0.0,141.46999999999989,3.3333333333333335,1.0,-1.6799999999999997,-1.6800000000000068,-0.244,0.3504,0,0,0,0.24142577062522225,Verdadero negativo
49.0,25.0,3788.0,2,0,48.27,0,0,48.27,0.0,0.0,0.0,48.27,0.0,0.0,0.0,0.0,0.0,0.4353,0,0,0,0.4604783293978323,Verdadero negativo
